DATA_TYPE EVENT_CATALOGUE
606930667,IDC      ,2015-01-01,12:36:39.13, -6.8785, 130.5000, 82.6,      ,IDC      ,mb    , 3.0,IDC      ,mb1   , 3.3,IDC      ,mb1mx , 3.1,IDC      ,mbtmp , 3.4,
606930669,ISC      ,2015-01-01,12:53:52.61, -2.8479, 129.3945, 43.5,      ,ISC      ,mb    , 4.2,IDC      ,mb    , 4.0,IDC      ,mb1   , 4.3,IDC      ,mb1mx , 4.0,IDC      ,mbtmp , 4.1,IDC      ,ML    , 4.1,IDC      ,MS    , 3.4,IDC      ,Ms1   , 3.4,IDC      ,ms1mx , 2.9,DJA      ,mb    , 4.7,DJA      ,MLv   , 4.3,NEIC     ,mb    , 4.1,NOU      ,mb    , 4.0
606930679,ISC      ,2015-01-01,15:45:48.68, -9.3947, 113.3635, 31.9,      ,ISC      ,mb    , 3.8,IDC      ,mb    , 3.7,IDC      ,mb1   , 3.9,IDC      ,mb1mx , 3.6,IDC      ,mbtmp , 3.8,IDC      ,ML    , 3.6,IDC      ,MS    , 3.5,IDC      ,Ms1   , 3.5,IDC      ,ms1mx , 2.9,NEIC     ,mb    , 4.0,DJA      ,mb    , 4.5,DJA      ,MLv   , 4.2
606930688,ISC      ,2015-01-01,17:11:09.08, -2.1930, 120.7648, 23.5,      ,ISC      ,mb    , 3.3,DJA      ,MLv   , 4.1,IDC      ,mb    , 3.3,IDC      ,mb1   , 3.6,IDC      ,mb1mx , 3.3,IDC      ,mbtmp , 3.5,IDC      ,ML    , 3.7,IDC      ,MS    , 3.5,IDC      ,Ms1   , 3.5,IDC      ,ms1mx , 2.7
606930692,ISC      ,2015-01-01,18:34:32.26, -2.2203, 120.8579, 27.3,      ,ISC      ,mb    , 3.7,ISC      ,MS    , 3.3,IDC      ,mb    , 3.7,IDC      ,mb1   , 3.9,IDC      ,mb1mx , 3.7,IDC      ,mbtmp , 3.8,IDC      ,ML    , 3.6,IDC      ,MS    , 3.4,IDC      ,Ms1   , 3.5,IDC      ,ms1mx , 3.2,DJA      ,mb    , 4.4,DJA      ,MLv   , 4.5
611402812,DJA      ,2015-01-01,19:21:41.10, -2.1400, 120.6700, 10.0,      ,DJA      ,MLv   , 3.5,
606436911,ISC      ,2015-01-01,22:20:06.64, -2.2082, 120.8857, 37.5,      ,ISC      ,mb    , 4.5,ISC      ,MS    , 3.9,IDC      ,mb    , 4.0,IDC      ,mb1   , 4.2,IDC      ,mb1mx , 4.0,IDC      ,mbtmp , 4.1,IDC      ,ML    , 4.2,IDC      ,MS    , 3.7,IDC      ,Ms1   , 3.7,IDC      ,ms1mx , 3.6,GCMT     ,MW    , 4.7,DJA      ,mb    , 4.7,DJA      ,mB    , 5.2,DJA      ,MLv   , 4.8,NEIC     ,mb    , 4.6
606930706,ISC      ,2015-01-01,23:11:05.60, -0.0286, 123.5310,157.0,TRUE  ,ISC      ,mb    , 4.2,IDC      ,mb    , 3.6,IDC      ,mb1   , 3.7,IDC      ,mb1mx , 3.5,IDC      ,mbtmp , 4.0,NEIC     ,mb    , 4.4,DJA      ,mb    , 4.3,DJA      ,MLv   , 4.2
606436930,ISC      ,2015-01-02,08:41:46.17,  2.5065, 128.6952, 44.6,      ,ISC      ,mb    , 4.8,ISC      ,MS    , 4.5,IDC      ,mb    , 4.3,IDC      ,mb1   , 4.4,IDC      ,mb1mx , 4.2,IDC      ,mbtmp , 4.5,IDC      ,ML    , 4.5,IDC      ,MS    , 3.8,IDC      ,Ms1   , 3.8,IDC      ,ms1mx , 3.3,BJI      ,mb    , 4.6,BJI      ,mB    , 5.4,BJI      ,Ms    , 4.8,BJI      ,Ms7   , 4.5,DJA      ,mb    , 5.1,DJA      ,mB    , 5.3,DJA      ,MLv   , 4.9,NEIC     ,mb    , 4.8
606930732,IDC      ,2015-01-02,09:27:42.98, -5.1077, 130.1001,176.2,      ,IDC      ,mb    , 2.8,IDC      ,mb1   , 3.3,IDC      ,mb1mx , 3.0,IDC      ,mbtmp , 3.8,
606930749,ISC      ,2015-01-02,14:31:15.09,  5.9468, 126.8677, 93.1,      ,ISC      ,mb    , 3.7,IDC      ,mb    , 3.6,IDC      ,mb1   , 3.8,IDC      ,mb1mx , 3.3,IDC      ,mbtmp , 3.9,IDC      ,MS    , 3.6,IDC      ,Ms1   , 3.6,IDC      ,ms1mx , 2.4,MAN      ,mb    , 4.9,MAN      ,ML    , 3.8,MAN      ,MS    , 3.7
606436938,ISC      ,2015-01-02,14:48:55.17,  4.6606, 125.0838,300.0,TRUE  ,ISC      ,mb    , 4.2,MAN      ,mb    , 5.2,MAN      ,ML    , 4.1,MAN      ,MS    , 4.2,NEIC     ,mb    , 4.6,DJA      ,mb    , 4.7,DJA      ,mB    , 5.0,DJA      ,MLv   , 4.7,IDC      ,mb    , 3.5,IDC      ,mb1   , 3.7,IDC      ,mb1mx , 3.4,IDC      ,mbtmp , 4.3
606930750,ISC      ,2015-01-02,15:12:35.55, -6.3416, 128.0634,353.0,TRUE  ,IDC      ,mb    , 2.9,IDC      ,mb1   , 2.9,IDC      ,mb1mx , 2.6,IDC      ,mbtmp , 3.6
606930756,IDC      ,2015-01-02,16:22:07.15, -1.3303, 129.5464,228.2,      ,IDC      ,mb    , 2.6,IDC      ,mb1   , 2.7,IDC      ,mb1mx , 2.6,IDC      ,mbtmp , 3.1,
606930758,ISC      ,2015-01-02,17:17:21.27,  0.1258, 123.5432,157.0,TRUE  ,ISC      ,mb    , 3.5,IDC      ,mb    , 3.2,IDC      ,mb1   , 3.5,IDC      ,mb1mx , 3.1,IDC      ,mbtmp , 3.7
606436941,ISC      ,2015-01-02,17:42:03.53,  1.1932,  97.1530, 25.0,TRUE  ,ISC      ,mb    , 4.6,ISC      ,MS    , 3.9,BJI      ,mb    , 4.7,BJI      ,mB    , 5.1,BJI      ,Ms    , 4.6,BJI      ,Ms7   , 4.2,IDC      ,mb    , 4.4,IDC      ,mb1   , 4.5,IDC      ,mb1mx , 4.2,IDC      ,mbtmp , 4.4,IDC      ,ML    , 4.1,IDC      ,MS    , 3.6,IDC      ,Ms1   , 3.6,IDC      ,ms1mx , 3.3,NEIC     ,mb    , 4.7,DJA      ,mb    , 4.7,DJA      ,mB    , 5.2,DJA      ,MLv   , 4.6
606930761,ISC      ,2015-01-02,18:37:47.38,  0.0965,  98.6329, 48.0,TRUE  ,ISC      ,mb    , 4.1,IDC      ,mb    , 3.7,IDC      ,mb1   , 3.7,IDC      ,mb1mx , 3.5,IDC      ,mbtmp , 3.6,IDC      ,ML    , 3.6,IDC      ,MS    , 3.3,IDC      ,Ms1   , 3.2,IDC      ,ms1mx , 2.5,DJA      ,MLv   , 3.6
606449980,ISC      ,2015-01-02,20:09:34.09,  1.1396, 123.3778, 32.0,TRUE  ,ISC      ,mb    , 4.5,DJA      ,mb    , 4.8,DJA      ,mB    , 5.2,DJA      ,MLv   , 4.8,NOU      ,mb    , 4.6,NEIC     ,mb    , 4.7,IDC      ,mb    , 3.9,IDC      ,mb1   , 4.1,IDC      ,mb1mx , 3.8,IDC      ,mbtmp , 4.3,IDC      ,MS    , 3.6,IDC      ,Ms1   , 3.5,IDC      ,ms1mx , 3.1
606449981,ISC      ,2015-01-02,20:11:08.61,  2.5496, 126.4611, 47.9,      ,ISC      ,mb    , 4.8,ISC      ,MS    , 4.0,BJI      ,mb    , 4.7,BJI      ,mB    , 5.1,BJI      ,Ms    , 4.5,BJI      ,Ms7   , 4.2,IDC      ,mb    , 4.3,IDC      ,mb1   , 4.4,IDC      ,mb1mx , 4.4,IDC      ,mbtmp , 4.5,IDC      ,MS    , 3.7,IDC      ,Ms1   , 3.7,IDC      ,ms1mx , 3.4,NEIC     ,mb    , 5.1,MOS      ,mb    , 5.0,DJA      ,mb    , 4.9,DJA      ,mB    , 5.0,DJA      ,MLv   , 4.7
606930764,ISC      ,2015-01-02,21:09:09.40,  2.5309, 126.7264, 35.0,TRUE  ,ISC      ,mb    , 4.0,IDC      ,mb    , 3.7,IDC      ,mb1   , 3.9,IDC      ,mb1mx , 3.5,IDC      ,mbtmp , 3.7,IDC      ,MS    , 3.1,IDC      ,Ms1   , 3.1,IDC      ,ms1mx , 2.7,NEIC     ,mb    , 4.3
606449990,ISC      ,2015-01-02,23:28:56.57, -0.1786, 122.8873,133.9,      ,ISC      ,mb    , 4.5,NEIC     ,mb    , 4.5,IDC      ,mb    , 3.9,IDC      ,mb1   , 4.1,IDC      ,mb1mx , 4.0,IDC      ,mbtmp , 4.5,IDC      ,MS    , 3.1,IDC      ,Ms1   , 3.2,IDC      ,ms1mx , 2.7,DJA      ,mb    , 4.8,DJA      ,mB    , 5.2,DJA      ,MLv   , 4.9,NOU      ,mb    , 4.5
611402827,DJA      ,2015-01-03,01:40:56   , -2.1400, 120.6900, 10.0,      ,DJA      ,MLv   , 3.7,
606930778,ISC      ,2015-01-03,02:47:02.38, -7.4336, 130.2165, 50.0,TRUE  ,IDC      ,mb    , 3.5,IDC      ,mb1   , 3.6,IDC      ,mb1mx , 3.3,IDC      ,mbtmp , 3.7,IDC      ,ML    , 3.6
606930781,ISC      ,2015-01-03,03:33:47.30,  2.5555, 128.2077,150.0,TRUE  ,ISC      ,mb    , 4.0,NEIC     ,mb    , 4.3,IDC      ,mb    , 3.5,IDC      ,mb1   , 3.6,IDC      ,mb1mx , 3.3,IDC      ,mbtmp , 3.9,IDC      ,MS    , 3.4,IDC      ,Ms1   , 3.6,IDC      ,ms1mx , 2.5,DJA      ,mb    , 4.5,DJA      ,MLv   , 4.5
606930783,ISC      ,2015-01-03,03:52:21.08,  1.5442, 126.8107, 35.0,TRUE  ,ISC      ,mb    , 3.9,IDC      ,mb    , 3.8,IDC      ,mb1   , 4.0,IDC      ,mb1mx , 3.5,IDC      ,mbtmp , 3.9,IDC      ,ML    , 3.2
606930786,ISC      ,2015-01-03,04:55:27.53,  2.5616, 126.9445, 53.0,TRUE  ,ISC      ,mb    , 4.1,IDC      ,mb    , 3.9,IDC      ,mb1   , 4.0,IDC      ,mb1mx , 3.8,IDC      ,mbtmp , 3.9,IDC      ,ML    , 3.3,NEIC     ,mb    , 4.2
606930789,ISC      ,2015-01-03,04:55:45.93,  2.5560, 126.7422, 35.0,TRUE  ,ISC      ,mb    , 4.4,ISC      ,MS    , 3.4,IDC      ,mb    , 4.2,IDC      ,mb1   , 4.3,IDC      ,mb1mx , 4.0,IDC      ,mbtmp , 4.2,IDC      ,ML    , 3.7,IDC      ,MS    , 3.5,IDC      ,Ms1   , 3.5,IDC      ,ms1mx , 3.0,NEIC     ,mb    , 4.5
606930791,ISC      ,2015-01-03,05:20:23.72,  2.7826, 127.0827, 44.0,TRUE  ,ISC      ,mb    , 4.4,NEIC     ,mb    , 4.5,DJA      ,MLv   , 4.1,IDC      ,mb    , 4.0,IDC      ,mb1   , 4.1,IDC      ,mb1mx , 4.0,IDC      ,mbtmp , 4.3,IDC      ,ML    , 4.0,IDC      ,MS    , 3.4,IDC      ,Ms1   , 3.4,IDC      ,ms1mx , 2.9
606930793,ISC      ,2015-01-03,06:07:08.41,  1.8769, 126.7886, 50.0,TRUE  ,ISC      ,mb    , 4.1,IDC      ,mb    , 3.9,IDC      ,mb1   , 4.0,IDC      ,mb1mx , 3.7,IDC      ,mbtmp , 3.9,IDC      ,ML    , 3.3,IDC      ,MS    , 3.1,IDC      ,Ms1   , 3.1,IDC      ,ms1mx , 2.5,DJA      ,MLv   , 4.1,NEIC     ,mb    , 4.2
606930794,ISC      ,2015-01-03,06:11:55.36, -3.4935, 130.1292, 35.0,TRUE  ,ISC      ,mb    , 3.9,IDC      ,mb    , 3.8,IDC      ,mb1   , 4.0,IDC      ,mb1mx , 3.7,IDC      ,mbtmp , 3.8,IDC      ,ML    , 3.8,DJA      ,MLv   , 3.6
606450083,ISC      ,2015-01-03,08:03:32.33, -0.0499, 123.7523,130.6,      ,ISC      ,mb    , 4.9,NEIC     ,mb    , 5.0,IDC      ,mb    , 4.5,IDC      ,mb1   , 4.6,IDC      ,mb1mx , 4.4,IDC      ,mbtmp , 4.9,IDC      ,MS    , 3.5,IDC      ,Ms1   , 3.5,IDC      ,ms1mx , 3.1,BJI      ,mb    , 4.9,BJI      ,mB    , 5.1,MOS      ,mb    , 4.9,GCMT     ,MW    , 4.8,DJA      ,mb    , 5.1,DJA      ,mB    , 5.2,DJA      ,MLv   , 5.3,NOU      ,mb    , 5.0
606930805,ISC      ,2015-01-03,11:00:09.89,  2.6615,  95.0030, 18.0,TRUE  ,ISC      ,mb    , 4.2,DJA      ,MLv   , 4.1,IDC      ,mb    , 4.2,IDC      ,mb1   , 4.3,IDC      ,mb1mx , 3.8,IDC      ,mbtmp , 4.2,IDC      ,ML    , 4.1,IDC      ,MS    , 3.2,IDC      ,Ms1   , 3.4,IDC      ,ms1mx , 2.8
611402826,DJA      ,2015-01-03,13:43:23.40,  1.5000,  97.6600, 51.0,      ,DJA      ,MLv   , 2.7,
606930810,ISC      ,2015-01-03,14:21:30.05,  3.7530, 125.5476, 61.5,      ,ISC      ,mb    , 4.3,DJA      ,mb    , 4.3,DJA      ,mB    , 4.8,DJA      ,MLv   , 4.5,IDC      ,mb    , 3.8,IDC      ,mb1   , 4.0,IDC      ,mb1mx , 3.7,IDC      ,mbtmp , 4.2,IDC      ,MS    , 3.1,IDC      ,Ms1   , 3.1,IDC      ,ms1mx , 2.8,NOU      ,mb    , 4.7,NEIC     ,mb    , 4.7
606930821,ISC      ,2015-01-03,17:27:28.15,  1.2625, 126.1202, 50.0,TRUE  ,ISC      ,mb    , 4.2,IDC      ,mb    , 3.7,IDC      ,mb1   , 3.9,IDC      ,mb1mx , 3.5,IDC      ,mbtmp , 3.7,IDC      ,ML    , 3.6,DJA      ,mb    , 4.2,DJA      ,MLv   , 3.9,NEIC     ,mb    , 4.5
606930842,ISC      ,2015-01-04,01:21:39.57, -4.6580, 134.1329, 21.0,TRUE  ,ISC      ,mb    , 3.9,IDC      ,mb    , 3.7,IDC      ,mb1   , 4.2,IDC      ,mb1mx , 3.9,IDC      ,mbtmp , 4.0,IDC      ,ML    , 4.0,IDC      ,MS    , 3.5,IDC      ,Ms1   , 3.5,IDC      ,ms1mx , 2.9,NEIC     ,mb    , 4.2,DJA      ,mb    , 4.6,DJA      ,mB    , 5.2,DJA      ,MLv   , 4.5,NOU      ,mb    , 4.6
611402832,DJA      ,2015-01-04,03:13:42.90,  0.9000, 122.2100, 82.0,      ,DJA      ,MLv   , 3.1,
611402831,DJA      ,2015-01-04,03:15:04.70, -7.8600, 106.5000, 10.0,      ,DJA      ,MLv   , 3.8,
606930846,ISC      ,2015-01-04,03:39:32.57, -7.2729, 121.1870,550.0,TRUE  ,ISC      ,mb    , 3.8,NEIC     ,mb    , 4.0,IDC      ,mb    , 3.1,IDC      ,mb1   , 3.4,IDC      ,mb1mx , 2.9,IDC      ,mbtmp , 4.2,NOU      ,mb    , 4.1
606930850,IDC      ,2015-01-04,04:43:13.33, -8.3741, 129.5500,170.0,      ,IDC      ,mb    , 3.3,IDC      ,mb1   , 2.9,IDC      ,mb1mx , 2.7,IDC      ,mbtmp , 3.4,IDC      ,ML    , 2.8,IDC      ,MS    , 3.8,IDC      ,Ms1   , 3.8,IDC      ,ms1mx , 2.8,
606930857,ISC      ,2015-01-04,06:51:22.75,  4.5055, 125.3343, 35.0,TRUE  ,ISC      ,mb    , 4.2,IDC      ,mb    , 3.8,IDC      ,mb1   , 3.9,IDC      ,mb1mx , 3.7,IDC      ,mbtmp , 3.8,IDC      ,MS    , 3.5,IDC      ,Ms1   , 3.4,IDC      ,ms1mx , 2.5,MAN      ,MS    , 3.6,NEIC     ,mb    , 4.4
606930866,ISC      ,2015-01-04,13:44:39.19, -0.0311, 125.8058, 50.0,TRUE  ,ISC      ,mb    , 4.1,ISC      ,MS    , 3.4,IDC      ,mb    , 3.9,IDC      ,mb1   , 4.0,IDC      ,mb1mx , 3.8,IDC      ,mbtmp , 3.9,IDC      ,ML    , 3.3,IDC      ,MS    , 3.5,IDC      ,Ms1   , 3.5,IDC      ,ms1mx , 3.2,DJA      ,mb    , 4.2,DJA      ,MLv   , 4.0,NEIC     ,mb    , 4.2
606930873,ISC      ,2015-01-04,17:08:48.84,  0.9434, 125.8108, 10.0,TRUE  ,ISC      ,mb    , 3.4,IDC      ,mb    , 3.5,IDC      ,mb1   , 3.8,IDC      ,mb1mx , 3.3,IDC      ,mbtmp , 3.6,IDC      ,ML    , 3.2,DJA      ,mb    , 4.3,DJA      ,MLv   , 4.2
606493004,ISC      ,2015-01-04,17:46:33.87, -4.6300, 101.8084, 37.0,TRUE  ,ISC      ,mb    , 4.3,IDC      ,mb    , 3.7,IDC      ,mb1   , 3.9,IDC      ,mb1mx , 3.6,IDC      ,mbtmp , 3.9,IDC      ,MS    , 3.0,IDC      ,Ms1   , 3.0,IDC      ,ms1mx , 2.6,DJA      ,mb    , 4.7,DJA      ,MLv   , 4.6,NEIC     ,mb    , 4.6
606930876,ISC      ,2015-01-04,18:30:20.83,  5.6112, 125.4486, 15.0,      ,ISC      ,mb    , 3.5,IDC      ,mb    , 3.5,IDC      ,mb1   , 3.7,IDC      ,mb1mx , 3.4,IDC      ,mbtmp , 3.5,IDC      ,MS    , 3.5,IDC      ,Ms1   , 3.5,IDC      ,ms1mx , 2.6,MAN      ,MS    , 3.1
606930877,ISC      ,2015-01-04,20:13:53.35,  2.6499,  95.6567, 25.0,TRUE  ,ISC      ,mb    , 4.4,IDC      ,mb    , 4.0,IDC      ,mb1   , 4.1,IDC      ,mb1mx , 3.9,IDC      ,mbtmp , 4.0,IDC      ,ML    , 3.7,IDC      ,MS    , 3.4,IDC      ,Ms1   , 3.5,IDC      ,ms1mx , 3.0,DJA      ,mb    , 4.3,DJA      ,MLv   , 4.2,NEIC     ,mb    , 4.5
611402830,DJA      ,2015-01-04,21:40:26.20,  1.8100, 125.9700, 24.0,      ,DJA      ,mb    , 3.9,DJA      ,MLv   , 3.7,
611402845,DJA      ,2015-01-05,00:35:11.20,  3.6100, 124.3700, 17.0,      ,DJA      ,MLv   , 4.1,
606930890,ISC      ,2015-01-05,00:53:39.68, -1.0670, 128.0961, 35.0,TRUE  ,IDC      ,mb    , 3.6,IDC      ,mb1   , 3.9,IDC      ,mb1mx , 3.5,IDC      ,mbtmp , 3.7,IDC      ,MS    , 4.3,IDC      ,Ms1   , 4.3,IDC      ,ms1mx , 2.7,DJA      ,MLv   , 3.3
606493194,ISC      ,2015-01-05,01:15:15.22,  2.9218, 122.9745,491.0,      ,ISC      ,mb    , 4.7,BJI      ,mb    , 4.8,BJI      ,mB    , 4.7,NEIC     ,mb    , 4.9,IDC      ,mb    , 4.0,IDC      ,mb1   , 4.1,IDC      ,mb1mx , 4.0,IDC      ,mbtmp , 4.9,DJA      ,mb    , 5.1,DJA      ,mB    , 5.3,DJA      ,MLv   , 5.4,NOU      ,mb    , 4.9
611402844,DJA      ,2015-01-05,02:10:38.70, -0.5600, 100.5000, 10.0,      ,DJA      ,MLv   , 3.4,
606493198,ISC      ,2015-01-05,03:14:51.85, -6.5800, 129.9212,184.0,TRUE  ,ISC      ,mb    , 4.8,DJA      ,mb    , 5.0,DJA      ,mB    , 5.3,DJA      ,MLv   , 5.6,NEIC     ,mb    , 4.9,IDC      ,mb    , 4.2,IDC      ,mb1   , 4.2,IDC      ,mb1mx , 4.1,IDC      ,mbtmp , 4.7,IDC      ,MS    , 3.4,IDC      ,Ms1   , 3.4,IDC      ,ms1mx , 3.0,NOU      ,mb    , 5.0
606930900,ISC      ,2015-01-05,05:14:21.53, -0.0525, 123.4561,139.9,      ,ISC      ,mb    , 4.2,NEIC     ,mb    , 4.2,DJA      ,mb    , 4.4,DJA      ,MLv   , 4.6,IDC      ,mb    , 3.7,IDC      ,mb1   , 3.9,IDC      ,mb1mx , 3.7,IDC      ,mbtmp , 4.2
606930901,ISC      ,2015-01-05,05:33:56.44, -7.8094, 128.4602,150.0,TRUE  ,ISC      ,mb    , 3.6,IDC      ,mb    , 3.4,IDC      ,mb1   , 3.6,IDC      ,mb1mx , 3.3,IDC      ,mbtmp , 4.0
606930902,ISC      ,2015-01-05,06:10:10.14, -7.2240, 130.2542,100.0,TRUE  ,ISC      ,mb    , 4.5,NOU      ,mb    , 4.8,IDC      ,mb    , 4.0,IDC      ,mb1   , 4.2,IDC      ,mb1mx , 3.9,IDC      ,mbtmp , 4.4,IDC      ,ML    , 4.8,IDC      ,MS    , 3.0,IDC      ,Ms1   , 3.0,IDC      ,ms1mx , 2.5,DJA      ,mb    , 4.8,DJA      ,mB    , 5.3,DJA      ,MLv   , 4.8,NEIC     ,mb    , 4.6
606930913,ISC      ,2015-01-05,09:01:14.05,  3.9970, 126.5443, 45.0,TRUE  ,ISC      ,mb    , 4.2,ISC      ,MS    , 3.4,IDC      ,mb    , 4.2,IDC      ,mb1   , 4.3,IDC      ,mb1mx , 4.1,IDC      ,mbtmp , 4.2,IDC      ,ML    , 4.0,IDC      ,MS    , 3.2,IDC      ,Ms1   , 3.3,IDC      ,ms1mx , 2.9,DJA      ,mb    , 4.6,DJA      ,mB    , 5.1,DJA      ,MLv   , 4.6,NEIC     ,mb    , 4.5
611402843,DJA      ,2015-01-05,10:27:05.40, -8.4700, 111.9200, 77.0,      ,DJA      ,MLv   , 3.6,
611402842,DJA      ,2015-01-05,11:04:07.50,  0.5600, 121.6400, 62.0,      ,DJA      ,MLv   , 2.3,
606930920,ISC      ,2015-01-05,11:47:43.87, -2.2674, 139.7637, 35.0,TRUE  ,ISC      ,mb    , 4.3,ISC      ,MS    , 3.5,IDC      ,mb    , 4.0,IDC      ,mb1   , 4.2,IDC      ,mb1mx , 4.1,IDC      ,mbtmp , 4.0,IDC      ,ML    , 4.1,IDC      ,MS    , 3.7,IDC      ,Ms1   , 3.7,IDC      ,ms1mx , 3.4,DJA      ,mb    , 4.6,DJA      ,mB    , 5.0,DJA      ,MLv   , 4.5,NOU      ,mb    , 4.5
611019497,MAN      ,2015-01-05,13:44:20.94,  5.9830, 126.9110, 69.0,      ,MAN      ,MS    , 3.0,
606930923,IDC      ,2015-01-05,14:33:19.10, -7.2228, 120.0006,413.8,      ,IDC      ,mb    , 3.3,IDC      ,mb1   , 3.3,IDC      ,mb1mx , 3.0,IDC      ,mbtmp , 4.1,
606930925,ISC      ,2015-01-05,15:10:06.27, -6.5505, 130.8783,150.0,TRUE  ,IDC      ,mb    , 3.3,IDC      ,mb1   , 3.4,IDC      ,mb1mx , 3.2,IDC      ,mbtmp , 3.8,NOU      ,mb    , 3.8
606505079,ISC      ,2015-01-05,18:21:43.71, -3.5082, 131.1762, 30.0,TRUE  ,ISC      ,mb    , 4.2,IDC      ,mb    , 4.1,IDC      ,mb1   , 4.3,IDC      ,mb1mx , 4.1,IDC      ,mbtmp , 4.1,IDC      ,ML    , 3.8,NOU      ,mb    , 4.6,DJA      ,MLv   , 4.1,NEIC     ,mb    , 4.2
606501844,ISC      ,2015-01-05,19:13:17.83, -3.5301, 131.2099, 30.0,TRUE  ,ISC      ,mb    , 4.4,ISC      ,MS    , 3.7,IDC      ,mb    , 4.2,IDC      ,mb1   , 4.3,IDC      ,mb1mx , 4.1,IDC      ,mbtmp , 4.2,IDC      ,ML    , 3.3,IDC      ,MS    , 3.8,IDC      ,Ms1   , 3.8,IDC      ,ms1mx , 3.5,DJA      ,mb    , 4.6,DJA      ,mB    , 5.0,DJA      ,MLv   , 4.5,NOU      ,mb    , 4.9,NEIC     ,mb    , 4.5
606930941,ISC      ,2015-01-05,19:33:11.57, -3.3658, 132.2795, 35.0,TRUE  ,ISC      ,mb    , 3.7,IDC      ,mb    , 3.7,IDC      ,mb1   , 3.9,IDC      ,mb1mx , 3.5,IDC      ,mbtmp , 3.7,IDC      ,ML    , 3.3
611402841,DJA      ,2015-01-05,20:12:32.40, -0.1900, 122.7700, 10.0,      ,DJA      ,MLv   , 3.0,
606930950,ISC      ,2015-01-05,22:40:55.14, -3.6034, 131.1640, 30.0,TRUE  ,ISC      ,mb    , 4.1,IDC      ,mb    , 3.8,IDC      ,mb1   , 4.0,IDC      ,mb1mx , 3.8,IDC      ,mbtmp , 3.8,IDC      ,ML    , 3.6,NEIC     ,mb    , 4.1
606930951,ISC      ,2015-01-05,22:50:59.12, -3.2474,  99.5045, 35.0,TRUE  ,ISC      ,mb    , 4.0,IDC      ,mb    , 3.7,IDC      ,mb1   , 3.9,IDC      ,mb1mx , 3.6,IDC      ,mbtmp , 3.8,IDC      ,MS    , 3.6,IDC      ,Ms1   , 3.6,IDC      ,ms1mx , 2.7,NEIC     ,mb    , 4.2
611402840,DJA      ,2015-01-05,22:59:14.60, -8.8800, 110.3900, 53.0,      ,DJA      ,MLv   , 3.5,
611402855,DJA      ,2015-01-06,02:28:43.80, -1.1300, 120.7700, 10.0,      ,DJA      ,MLv   , 3.8,
606501865,ISC      ,2015-01-06,03:50:26.19,  2.9895, 124.3491,350.0,TRUE  ,ISC      ,mb    , 4.2,NEIC     ,mb    , 4.5,DJA      ,mb    , 4.8,DJA      ,mB    , 5.0,DJA      ,MLv   , 4.9,IDC      ,mb    , 3.7,IDC      ,mb1   , 3.8,IDC      ,mb1mx , 3.5,IDC      ,mbtmp , 4.5,MAN      ,MS    , 4.1,NOU      ,mb    , 4.7
611402854,DJA      ,2015-01-06,04:39:27.40,  0.5200, 121.3300, 29.0,      ,DJA      ,MLv   , 2.8,
