DATA_TYPE EVENT_CATALOGUE
ISC Bulletin
--EVENT--|--------------------ORIGIN (PRIME HYPOCENTRE)-------------------|------MAGNITUDES-----...
  EVENTID,AUTHOR   ,DATE      ,TIME       ,LAT     ,LON      ,DEPTH,DEPFIX,AUTHOR   ,TYPE  ,MAG 
  2208857,DJA      ,2000-01-01,02:25:43   , -2.3746, 140.5199,  2.0,TRUE  ,DJA      ,MD    , 4.8,
  2208917,DJA      ,2000-01-01,07:54:56.90, -9.6042, 115.7392, 33.0,TRUE  ,DJA      ,ML    , 3.5,
  2208937,DJA      ,2000-01-01,07:57:50.80, -2.0089, 140.3410, 33.0,TRUE  ,DJA      ,MD    , 5.4,
  2208939,DJA      ,2000-01-01,08:04:13.20, -9.6861, 115.7100, 33.0,TRUE  ,DJA      ,MD    , 4.7,DJA      ,ML    , 3.4,
  2209399,DJA      ,2000-01-03,12:56:06.40, -7.0999, 105.3355, 32.2,      ,DJA      ,MD    , 3.4,DJA      ,ML    , 3.5,
  1725429,ISC      ,2000-01-03,13:01:31.38,  2.1520, 128.7980, 71.5,      ,ISC      ,mb    , 4.2,BJI      ,mb    , 4.6,NEIC     ,mb    , 4.7,EIDC     ,mb    , 3.8,EIDC     ,mbmle , 3.9,EIDC     ,MS    , 3.6,EIDC     ,msmle , 3.2
  2209438,DJA      ,2000-01-03,15:03:45.30, -9.5175, 115.1752, 20.7,      ,DJA      ,MD    , 5.2,DJA      ,ML    , 3.5,
  2209477,DJA      ,2000-01-03,22:30:17.20, -6.9692, 105.3898, 33.0,TRUE  ,DJA      ,MD    , 3.7,DJA      ,ML    , 4.6,
  2209497,DJA      ,2000-01-04,02:47:07.10, -8.5414, 115.2680,154.0,      ,DJA      ,MD    , 4.5,DJA      ,ML    , 3.3,
  2209537,DJA      ,2000-01-04,03:48:31.10, -2.0827, 140.4176,  2.0,TRUE  ,DJA      ,MD    , 5.1,
  1725465,ISC      ,2000-01-04,05:21:16.26, -2.3790, 100.6870,106.3,      ,ISC      ,mb    , 4.3,EIDC     ,mb    , 4.3,EIDC     ,mbmle , 4.0,EIDC     ,MS    , 3.7,EIDC     ,msmle , 3.6,DJA      ,mb    , 4.9,BJI      ,mb    , 4.7
  1725483,ISC      ,2000-01-04,11:38:22.65, -3.1560, 128.5290, 64.6,      ,ISC      ,mb    , 4.2,NEIC     ,mb    , 4.4,EIDC     ,mb    , 3.9,EIDC     ,mbmle , 3.8,EIDC     ,MS    , 3.3,EIDC     ,msmle , 3.0
  1725489,ISC      ,2000-01-04,14:19:30.05,  2.5840, 122.5700,551.2,      ,ISC      ,mb    , 3.8,NEIC     ,mb    , 3.9,EIDC     ,mb    , 3.0,EIDC     ,mbmle , 2.7
  1725493,ISC      ,2000-01-04,15:26:23.08, -1.8280, 140.0420, 33.0,TRUE  ,ISC      ,mb    , 3.9,ISC      ,MS    , 3.4,EIDC     ,mb    , 4.0,EIDC     ,mbmle , 3.6,EIDC     ,MS    , 3.7,EIDC     ,msmle , 3.5
  2209579,DJA      ,2000-01-04,16:19:23   , -9.1952, 116.4750, 88.5,      ,DJA      ,MD    , 4.8,DJA      ,ML    , 3.9,
  2209597,ISC      ,2000-01-04,17:53:48.17, -9.6680, 115.2060, 21.3,TRUE  ,DJA      ,MD    , 4.9,DJA      ,ML    , 4.1
  2209637,DJA      ,2000-01-04,20:39:47.20, -9.8790, 115.9269, 33.0,TRUE  ,DJA      ,MD    , 4.9,DJA      ,ML    , 3.9,
  1725511,ISC      ,2000-01-04,21:07:29.13, -9.7730, 116.0210, 30.7,      ,ISC      ,mb    , 4.3,ISC      ,MS    , 3.0,NEIC     ,mb    , 4.1,EIDC     ,mb    , 4.2,EIDC     ,mbmle , 3.8,EIDC     ,ML    , 4.4,EIDC     ,MS    , 3.1,EIDC     ,msmle , 3.0
  1725515,ISC      ,2000-01-05,02:28:41.28, -4.1330, 101.2550, 33.0,TRUE  ,ISC      ,mb    , 3.7,EIDC     ,mb    , 3.8,EIDC     ,mbmle , 3.6,EIDC     ,MS    , 2.4,DJA      ,MD    , 4.7
  1725541,ISC      ,2000-01-05,09:14:24.01, -2.2690, 134.4810, 33.0,TRUE  ,ISC      ,mb    , 4.6,ISC      ,MS    , 3.8,EIDC     ,mb    , 4.5,EIDC     ,mbmle , 4.4,EIDC     ,MS    , 3.9,EIDC     ,msmle , 3.7,BJI      ,mb    , 5.0,NEIC     ,mb    , 4.8
  2209697,ISC      ,2000-01-05,11:13:37.93, -8.7010, 116.0540,106.3,TRUE  ,DJA      ,MD    , 4.5,DJA      ,ML    , 3.2
  2209758,DJA      ,2000-01-05,11:39:00.40, -8.8208, 117.1039, 33.0,TRUE  ,DJA      ,MD    , 4.7,DJA      ,ML    , 4.2,
  1725563,ISC      ,2000-01-05,14:10:05.69, -9.1650, 109.6390, 61.8,      ,ISC      ,mb    , 4.7,EIDC     ,mb    , 4.5,EIDC     ,mbmle , 4.2,EIDC     ,ML    , 4.2,EIDC     ,MS    , 4.0,EIDC     ,msmle , 4.0,BJI      ,mb    , 4.9,DJA      ,MD    , 4.8,DJA      ,ML    , 5.8,NEIC     ,mb    , 4.7
  1725575,ISC      ,2000-01-05,16:09:46.85, -9.2980, 109.5930, 50.2,      ,ISC      ,mb    , 4.1,ISC      ,MS    , 4.0,EIDC     ,mb    , 4.1,EIDC     ,mbmle , 3.9,EIDC     ,ML    , 4.2,EIDC     ,MS    , 4.1,EIDC     ,msmle , 3.8,DJA      ,MD    , 4.9,DJA      ,ML    , 5.6,NEIC     ,mb    , 4.3
  1725585,ISC      ,2000-01-05,18:25:46.87, -9.0180, 110.0240,109.1,      ,ISC      ,mb    , 3.8,EIDC     ,mb    , 4.0,EIDC     ,mbmle , 3.8,EIDC     ,ML    , 3.4,EIDC     ,MS    , 4.8
  1725583,ISC      ,2000-01-05,18:26:05.78, -9.1120, 109.6090, 21.2,      ,ISC      ,mb    , 5.6,ISC      ,MS    , 5.5,DJA      ,mb    , 5.7,DJA      ,MD    , 5.2,EIDC     ,mb    , 5.3,EIDC     ,mbmle , 5.2,EIDC     ,ML    , 4.9,EIDC     ,MS    , 5.5,EIDC     ,msmle , 5.5,BJI      ,mb    , 5.6,BJI      ,mB    , 5.6,BJI      ,Ms    , 5.6,BJI      ,Msz   , 5.5,SYO      ,MB    , 5.5,SYO      ,Msz   , 5.5,NEIC     ,mb    , 5.5,NEIC     ,MSZ   , 5.5,NEIC     ,Mw    , 5.6,MOS      ,mb    , 5.8,MOS      ,MS    , 5.4,HRVD     ,Mw    , 5.8,NAO      ,Mb    , 5.5
  1725589,ISC      ,2000-01-05,19:48:21.13, -3.3050, 133.9700, 33.0,TRUE  ,ISC      ,mb    , 3.9,EIDC     ,mb    , 4.2,EIDC     ,mbmle , 4.0,EIDC     ,MS    , 3.0,NEIC     ,mb    , 4.0
  1725599,ISC      ,2000-01-05,21:27:54.18, -9.1060, 109.6530, 57.1,      ,ISC      ,mb    , 3.6,EIDC     ,mb    , 3.8,EIDC     ,mbmle , 3.6,EIDC     ,ML    , 3.4,EIDC     ,MS    , 2.9,DJA      ,MD    , 4.8,DJA      ,ML    , 5.0
  2209978,DJA      ,2000-01-05,21:43:51.20, -9.7643, 109.4345, 33.0,TRUE  ,DJA      ,MD    , 4.6,DJA      ,ML    , 4.8,
  2209997,DJA      ,2000-01-05,22:01:12.10, -9.3927, 116.1043, 64.2,      ,DJA      ,MD    , 4.5,DJA      ,ML    , 3.4,
  1725615,ISC      ,2000-01-06,00:56:20.63,  2.0030,  98.0870, 59.3,      ,ISC      ,mb    , 5.0,ISC      ,MS    , 4.1,NAO      ,Mb    , 5.5,BJI      ,mb    , 4.9,BJI      ,mB    , 5.1,BJI      ,Ms    , 4.5,BJI      ,Msz   , 4.4,EIDC     ,mb    , 4.8,EIDC     ,mbmle , 4.6,EIDC     ,ML    , 5.0,EIDC     ,MS    , 3.9,EIDC     ,msmle , 3.9,NEIC     ,mb    , 5.0,LDG      ,Mb    , 5.0,LDG      ,Ms    , 3.6,HRVD     ,Mw    , 5.1
  1725619,ISC      ,2000-01-06,04:31:54.96, -8.3230, 116.0790,  6.9,      ,ISC      ,mb    , 4.9,ISC      ,MS    , 3.9,EIDC     ,mb    , 4.7,EIDC     ,mbmle , 4.6,EIDC     ,ML    , 4.3,EIDC     ,MS    , 3.7,EIDC     ,msmle , 3.7,SYO      ,MB    , 4.9,NEIC     ,mb    , 4.9,BJI      ,mb    , 4.8,BJI      ,Msz   , 4.2,HRVD     ,Mw    , 5.4
  1725623,ISC      ,2000-01-06,05:31:11.40, -5.9900, 128.5930,308.2,      ,ISC      ,mb    , 4.3,NEIC     ,mb    , 4.5,EIDC     ,mb    , 4.1,EIDC     ,mbmle , 3.5
  2210037,DJA      ,2000-01-06,09:29:19.20, -9.2116, 114.1247, 93.5,      ,DJA      ,MD    , 4.5,
  2210059,ISC      ,2000-01-06,10:53:18   , -8.4160, 116.2310, 33.0,TRUE  ,DJA      ,MD    , 4.7,DJA      ,ML    , 4.6
  1725641,ISC      ,2000-01-06,12:55:31.96, -3.8740, 126.1430, 33.0,TRUE  ,ISC      ,mb    , 4.2,NEIC     ,mb    , 4.0,EIDC     ,mb    , 3.8,EIDC     ,mbmle , 3.4,EIDC     ,ML    , 3.8,EIDC     ,MS    , 3.2
  1725643,ISC      ,2000-01-06,13:14:04.86, -2.5600, 140.0990, 19.5,      ,ISC      ,mb    , 4.4,ISC      ,MS    , 4.3,DJA      ,MD    , 5.3,BJI      ,mb    , 4.7,BJI      ,Msz   , 4.5,EIDC     ,mb    , 4.5,EIDC     ,mbmle , 4.3,EIDC     ,MS    , 4.3,EIDC     ,msmle , 3.7,NEIC     ,mb    , 4.5
  2210117,DJA      ,2000-01-06,14:44:56.70, -1.0719, 139.8038,  2.0,TRUE  ,DJA      ,MD    , 5.1,DJA      ,ML    , 4.0,
  2210197,DJA      ,2000-01-06,16:40:27.80, -8.6539, 116.2870,118.6,      ,DJA      ,MD    , 4.6,DJA      ,ML    , 3.8,
  2210199,ISC      ,2000-01-06,19:15:05.20, -9.4840, 109.6280, 33.0,TRUE  ,DJA      ,mb    , 5.3,DJA      ,MD    , 4.8
  2210237,DJA      ,2000-01-06,19:22:56.10, -8.9160, 117.6992, 80.0,TRUE  ,DJA      ,MD    , 4.5,DJA      ,ML    , 3.9,
  2210279,DJA      ,2000-01-07,00:36:04.20, -8.5315, 116.1846,117.3,      ,DJA      ,MD    , 4.7,DJA      ,ML    , 3.6,
  2210297,DJA      ,2000-01-07,04:23:56.50, -8.3234, 113.0350,123.0,      ,DJA      ,MD    , 4.6,DJA      ,ML    , 4.8,
  2210299,DJA      ,2000-01-07,05:25:54.80, -9.3447, 113.5170, 33.0,TRUE  ,DJA      ,MD    , 4.6,DJA      ,ML    , 4.2,
  1725679,ISC      ,2000-01-07,07:01:31.39, -2.9480, 130.2480, 33.0,TRUE  ,ISC      ,mb    , 4.5,ISC      ,MS    , 3.4,BJI      ,mb    , 4.6,EIDC     ,mb    , 4.4,EIDC     ,mbmle , 4.0,EIDC     ,MS    , 3.8,EIDC     ,msmle , 3.6,NEIC     ,mb    , 4.3
  1725681,ISC      ,2000-01-07,07:40:18.20, -3.1170, 130.0470, 33.0,TRUE  ,ISC      ,mb    , 3.9,NEIC     ,mb    , 4.0,EIDC     ,mb    , 3.7,EIDC     ,mbmle , 3.5,EIDC     ,ML    , 3.5,EIDC     ,MS    , 2.6
  1784175,ISC      ,2000-01-07,11:37:58.82, -7.2920, 105.2460, 59.7,TRUE  ,DJA      ,mb    , 5.4,DJA      ,MD    , 4.3
  2210318,DJA      ,2000-01-07,12:10:31.90, -8.2836, 115.4682, 15.0,TRUE  ,DJA      ,MD    , 4.5,DJA      ,ML    , 3.7,
  2210320,DJA      ,2000-01-07,12:25:14   , -8.4880, 109.8654,100.8,      ,DJA      ,mb    , 4.8,DJA      ,MD    , 4.6,
  2210337,DJA      ,2000-01-07,12:48:09.40, -9.5292, 109.6310, 38.9,      ,DJA      ,mb    , 5.1,DJA      ,MD    , 4.7,
  2210357,DJA      ,2000-01-07,13:29:50.70, -9.5375, 115.1847, 33.0,TRUE  ,DJA      ,MD    , 4.5,DJA      ,ML    , 3.4,
  2210437,DJA      ,2000-01-07,17:48:10.10, -9.2014, 116.2472, 80.0,TRUE  ,DJA      ,MD    , 4.7,DJA      ,ML    , 3.9,
  2210457,DJA      ,2000-01-07,18:43:51.40, -9.5939, 113.3854, 33.0,TRUE  ,DJA      ,MD    , 4.8,DJA      ,ML    , 3.9,
  1725716,ISC      ,2000-01-07,20:06:16.91, -0.1250, 123.2940,173.1,      ,ISC      ,mb    , 3.5,EIDC     ,mb    , 3.2,EIDC     ,mbmle , 3.0,EIDC     ,MS    , 2.5
  1725718,ISC      ,2000-01-07,21:38:54.23,-10.4500, 111.8940, 33.0,TRUE  ,ISC      ,mb    , 4.0,ISC      ,MS    , 3.1,DJA      ,mb    , 5.7,DJA      ,MD    , 4.9,BJI      ,mb    , 4.9,EIDC     ,mb    , 3.8,EIDC     ,mbmle , 3.7,EIDC     ,ML    , 3.9,EIDC     ,MS    , 3.1,EIDC     ,msmle , 3.0
  2210520,DJA      ,2000-01-08,01:45:34.10, -7.6910, 117.6030,240.0,TRUE  ,DJA      ,ML    , 4.1,
  1725738,DJA      ,2000-01-08,02:02:31.80,-10.4857, 112.1649,  2.0,TRUE  ,DJA      ,ML    , 5.3,
  2210582,DJA      ,2000-01-08,03:07:51.10, -8.7388, 114.6448, 15.0,TRUE  ,DJA      ,ML    , 3.8,
  1725752,ISC      ,2000-01-08,03:09:16.11,  1.7920, 129.1810, 70.1,      ,ISC      ,mb    , 4.0,EIDC     ,mb    , 3.7,EIDC     ,mbmle , 3.8,EIDC     ,MS    , 3.3
  2210698,ISC      ,2000-01-08,03:44:55.27, -6.7570, 105.6510, 72.9,      ,ISC      ,mb    , 5.2,NAO      ,Mb    , 5.5,MOS      ,mb    , 5.8,DJA      ,mb    , 5.5,BJI      ,mb    , 5.4,BJI      ,mB    , 5.6,BJI      ,Ms    , 4.9,BJI      ,Msz   , 4.8,SYO      ,MB    , 5.5,NEIC     ,mb    , 5.5,EIDC     ,mb    , 4.8,EIDC     ,mbmle , 4.8,EIDC     ,MS    , 3.9,HRVD     ,Mw    , 5.6
  1725760,ISC      ,2000-01-08,06:26:27.49,-11.4290, 117.1130, 10.4,      ,ISC      ,mb    , 5.4,ISC      ,MS    , 4.7,DJA      ,mb    , 5.7,DJA      ,MD    , 5.2,DJA      ,ML    , 6.2,EIDC     ,mb    , 5.1,EIDC     ,mbmle , 5.1,EIDC     ,MS    , 4.7,EIDC     ,msmle , 4.6,BJI      ,mb    , 5.2,BJI      ,mB    , 5.5,BJI      ,Ms    , 4.7,BJI      ,Msz   , 4.6,SYO      ,MB    , 5.4,SYO      ,Msz   , 4.9,NEIC     ,mb    , 5.4,NEIC     ,MSZ   , 4.9,MOS      ,mb    , 5.4,MOS      ,MS    , 4.5,LDG      ,Mb    , 5.5,HRVD     ,Mw    , 5.3
  1725764,ISC      ,2000-01-08,09:43:02.96,  4.1000, 122.4060,619.5,      ,ISC      ,mb    , 4.0,NEIC     ,mb    , 4.6,EIDC     ,mb    , 2.9,EIDC     ,mbmle , 2.7
  2210927,DJA      ,2000-01-08,11:02:27   , -8.0625, 116.8569,179.1,      ,DJA      ,MD    , 4.6,DJA      ,ML    , 3.8,
  2210959,DJA      ,2000-01-08,11:26:15   , -8.6886, 113.7360,101.4,      ,DJA      ,MD    , 4.9,
  2211063,DJA      ,2000-01-08,17:44:14   , -7.0775, 105.3227, 32.6,      ,DJA      ,MD    , 3.9,DJA      ,ML    , 4.1,
  2211099,ISC      ,2000-01-08,17:50:15.65, -7.3670, 105.2200, 33.0,TRUE  ,DJA      ,MD    , 4.3
  1725812,ISC      ,2000-01-08,23:18:36.39,  2.2440, 125.6150,121.6,      ,ISC      ,mb    , 4.3,EIDC     ,mb    , 4.3,EIDC     ,mbmle , 3.9,EIDC     ,MS    , 2.7,NEIC     ,mb    , 4.3
  1725816,ISC      ,2000-01-08,23:53:03.52, -0.0760, 123.0000, 33.0,TRUE  ,ISC      ,mb    , 3.6,EIDC     ,mb    , 3.7,EIDC     ,mbmle , 3.6,EIDC     ,MS    , 2.5
  1725822,ISC      ,2000-01-09,03:01:00.41,-10.5540, 111.7740, 21.0,      ,ISC      ,mb    , 4.5,EIDC     ,mb    , 4.3,EIDC     ,mbmle , 4.0,EIDC     ,MS    , 2.8,BJI      ,mb    , 5.2,NEIC     ,mb    , 4.6,DJA      ,MD    , 4.9,DJA      ,ML    , 5.6
  2211230,DJA      ,2000-01-09,08:39:36.90, -8.6065, 116.0882,103.5,      ,DJA      ,MD    , 4.6,DJA      ,ML    , 3.5,
  1884944,ISC      ,2000-01-09,10:48:32.69, -2.4970, 140.3860, 24.5,      ,ISC      ,mb    , 5.4,ISC      ,MS    , 5.3,BJI      ,mb    , 5.3,BJI      ,mB    , 5.7,BJI      ,Ms    , 5.1,BJI      ,Msz   , 5.0,NEIC     ,mb    , 5.5,NEIC     ,MSZ   , 5.4,NEIC     ,Mw    , 5.5,EIDC     ,mb    , 5.3,EIDC     ,mbmle , 5.3,EIDC     ,ML    , 4.5,EIDC     ,MS    , 5.1,EIDC     ,msmle , 5.0,DJA      ,mb    , 5.3,DJA      ,MD    , 5.4,MOS      ,mb    , 5.6,MOS      ,MS    , 5.2,HRVD     ,Mw    , 5.5,LDG      ,Mb    , 5.3,LDG      ,Ms    , 5.2
  2211361,ISC      ,2000-01-09,14:46:15.24,-10.5700, 116.4500, 51.9,      ,ISC      ,mb    , 4.8,DJA      ,MD    , 4.8,DJA      ,ML    , 5.5
  1725840,ISC      ,2000-01-09,15:05:43.57, -2.0990, 139.1660, 10.0,TRUE  ,ISC      ,mb    , 4.4,ISC      ,MS    , 4.1,BJI      ,mb    , 4.5,NEIC     ,mb    , 4.0,EIDC     ,mb    , 4.0,EIDC     ,mbmle , 4.0,EIDC     ,MS    , 4.1,EIDC     ,msmle , 3.9
  2211403,ISC      ,2000-01-09,16:30:02.15, -9.5780, 114.9920,  2.0,TRUE  ,DJA      ,MD    , 4.9,DJA      ,ML    , 4.6
  1725842,ISC      ,2000-01-09,17:24:46.82,  5.0690, 128.0540, 33.0,TRUE  ,ISC      ,mb    , 3.7,EIDC     ,mb    , 3.8,EIDC     ,mbmle , 3.6,EIDC     ,MS    , 2.7
  1725844,ISC      ,2000-01-09,17:31:01.30, -8.3550, 110.7510,126.0,TRUE  ,ISC      ,mb    , 3.6,EIDC     ,mb    , 3.6,EIDC     ,mbmle , 3.5,EIDC     ,MS    , 3.0,EIDC     ,msmle , 3.0,DJA      ,MD    , 4.6,DJA      ,ML    , 5.2
  2211499,ISC      ,2000-01-09,20:06:58.09, -8.6350, 115.3600,106.1,TRUE  ,DJA      ,MD    , 4.8,DJA      ,ML    , 4.1
  2211537,DJA      ,2000-01-09,21:25:55.80, -8.6935, 115.7114, 41.2,      ,DJA      ,MD    , 4.7,
  1725876,ISC      ,2000-01-10,06:42:50.73, -2.1850, 139.1650, 33.0,TRUE  ,ISC      ,mb    , 4.6,ISC      ,MS    , 4.3,EIDC     ,mb    , 4.3,EIDC     ,mbmle , 4.2,EIDC     ,MS    , 4.2,EIDC     ,msmle , 4.2,BJI      ,mb    , 4.8,BJI      ,Ms    , 4.7,BJI      ,Msz   , 4.3,NEIC     ,mb    , 4.5
  2211637,ISC      ,2000-01-10,12:13:42.61, -8.6920, 115.3570,100.2,TRUE  ,DJA      ,MD    , 4.5
  2211657,DJA      ,2000-01-10,13:28:57.90, -9.7153, 116.6475, 33.0,TRUE  ,DJA      ,MD    , 4.7,DJA      ,ML    , 4.2,
  2211661,DJA      ,2000-01-10,14:37:47.20, -8.1215, 116.4485,201.3,      ,DJA      ,MD    , 4.5,DJA      ,ML    , 3.7,
  1725918,EIDC     ,2000-01-10,15:23:20.47, -7.3779, 121.0472,542.6,      ,EIDC     ,mb    , 2.9,EIDC     ,mbmle , 2.7,
  1725924,ISC      ,2000-01-10,17:22:06.76,  5.3890, 126.0520,112.0,      ,ISC      ,mb    , 3.9,MAN      ,mb    , 4.6,MAN      ,ML    , 3.5,MAN      ,MS    , 3.4,NEIC     ,mb    , 4.0,EIDC     ,mb    , 3.2,EIDC     ,mbmle , 3.1,EIDC     ,MS    , 2.5
  2211837,DJA      ,2000-01-11,00:42:32.30, -8.2462, 114.7924,207.6,      ,DJA      ,MD    , 4.6,DJA      ,ML    , 4.4,
  2211857,DJA      ,2000-01-11,00:53:13   , -9.7307, 116.6945, 33.0,TRUE  ,DJA      ,MD    , 4.6,DJA      ,ML    , 4.5,
  2348999,ISC      ,2000-01-11,01:23:10.44, -4.1180, 131.4860, 33.0,TRUE  ,ISC      ,mb    , 4.4,
  2211859,DJA      ,2000-01-11,04:20:06   , -8.3617, 117.7701,104.0,      ,DJA      ,MD    , 4.6,DJA      ,ML    , 4.3,
  2211899,ISC      ,2000-01-11,19:48:16.42, -6.4260, 107.1270, 33.0,TRUE  ,DJA      ,MD    , 4.8
  2211957,ISC      ,2000-01-11,22:59:47.51, -8.8340, 115.5970, 96.3,TRUE  ,DJA      ,MD    , 4.6,DJA      ,ML    , 3.5
  2211977,DJA      ,2000-01-12,00:33:59.90, -9.5276, 115.1800, 33.0,TRUE  ,DJA      ,MD    , 4.6,DJA      ,ML    , 3.6,
  2211997,ISC      ,2000-01-12,00:57:28.84, -8.6770, 116.0320,103.7,TRUE  ,DJA      ,MD    , 4.6,DJA      ,ML    , 3.8
  2212017,DJA      ,2000-01-12,04:27:34.60, -9.6091, 116.5623, 33.0,TRUE  ,DJA      ,MD    , 4.6,DJA      ,ML    , 4.1,
  2212057,DJA      ,2000-01-12,05:41:05.90, -8.4473, 116.5091, 33.0,TRUE  ,DJA      ,MD    , 4.6,DJA      ,ML    , 4.2,
  2212059,DJA      ,2000-01-12,10:26:36.20, -9.6613, 115.7438, 25.0,      ,DJA      ,ML    , 3.7,
  1726032,ISC      ,2000-01-12,10:53:25.65, -3.1230, 142.1380, 16.2,      ,ISC      ,mb    , 4.4,ISC      ,MS    , 4.1,DJA      ,ML    , 5.3,EIDC     ,mb    , 4.1,EIDC     ,mbmle , 4.0,EIDC     ,ML    , 3.5,EIDC     ,MS    , 4.0,EIDC     ,msmle , 3.7,NEIC     ,mb    , 4.5,BJI      ,mb    , 4.6
  2212097,DJA      ,2000-01-12,11:21:34.50, -8.3566, 117.3290,320.0,TRUE  ,DJA      ,MD    , 4.5,DJA      ,ML    , 4.1,
  1726038,ISC      ,2000-01-12,13:42:41.15, -7.4770, 104.1060, 38.5,      ,ISC      ,mb    , 4.5,ISC      ,MS    , 4.3,EIDC     ,mb    , 4.5,EIDC     ,mbmle , 4.4,EIDC     ,MS    , 2.9,BJI      ,mb    , 4.7,BJI      ,Ms    , 4.6,BJI      ,Msz   , 4.4,NEIC     ,mb    , 4.5,DJA      ,MD    , 4.3,DJA      ,ML    , 4.5
  1726048,ISC      ,2000-01-12,19:01:54.38, -5.2380, 132.3000, 35.1,      ,ISC      ,mb    , 3.5,EIDC     ,mb    , 3.2,EIDC     ,mbmle , 3.1,EIDC     ,MS    , 2.1
